Transaction_ID,Order_Date,Delivery_Date,Company_Name,Industry,Country,Region,Customer_Segment,Sales_Rep,Channel,Product_Name,Unit_Price,Quantity,Discount_Pct,Revenue,COGS,Gross_Profit,Tax_Rate,Tax_Amount,Net_Profit,Revenue_Target,Payment_Method,Transaction_Status,Priority,Units_Returned,Customer_Satisfaction,Rating,Repeat_Customer,Contract_Length_Months,Notes
TXN-101382,2022-03-30,2022-05-06,NovaBiz,Finance,United States,Middle East,Startup,Aisha Bello,Partner,Software License,5686.59,339,0.39,1175929.95,755301.15,420628.8,0.29,341019.69,79609.11,214923.99,Check,Completed,Critical,36,Very Dissatisfied,1.7,Yes,2,Renewal
TXN-102148,2023-08-09,2023-08-20,Zenith Ltd,Technology,Brazil,Latin America,Government,Lucas Müller,Social Media,Hardware,291.47,229,0.33,44720.24,30005.83,14714.41,0.2,8944.05,5770.36,483744.88,Credit Card,Completed,Low,7,Very Satisfied,2.5,Yes,9,Follow-up required
TXN-101575,2021-10-03,2021-10-19,Acme Corp,Manufacturing,Philippines,Middle East,SMB,Emma Clarke,Social Media,Integration Module,14062.54,496,0.3,4882513.89,2141462.28,2741051.61,0.11,537076.53,2203975.08,214836.37,Check,Refunded,Critical,5,Dissatisfied,2.9,No,29,Bulk order
TXN-101638,08/31/2023,2023-10-05,Zenith Ltd,Finance,Australia,Latin America,Government,Carlos Rivera,Trade Show,Analytics Suite,13855.18,168,0.38,1443155.55,700617.5,742538.05,0.06,86589.33,655948.72,65720.11,Check,Pending,Medium,19,Dissatisfied,4.1,No,8,VIP client
TXN-101795,2024-11-23,2024-12-08,GlobalTech,Retail,Brazil,Asia Pacific,Startup,,Online,Training Package,13052.44,167,0.25,1634818.11,738450.15,896367.96,0.21,343311.8,553056.16,489180.29,Invoice Net 30,Completed,High,18,Very Dissatisfied,3.8,No,9,Escalated
TXN-104874,2027-01-16,2022-03-27,Zenith Ltd,Consulting,United States,Europe,Startup,James Teller,Trade Show,Maintenance Plan,3165.02,132,0.19,338403.94,234285.59,104118.35,0.22,74448.87,29669.48,136528.26,Invoice Net 60,Refunded,Critical,1,Very Satisfied,1.8,false,13,Standard order
TXN-100399,2024-11-26,2024-12-26,Acme Corp,Finance,Canada,Latin America,Mid-Market,Priya Nair,Trade Show,Cloud Subscription,2562.39,229,0.38,£363808.13,188728.74,175079.39,0.19,69123.54,105955.85,125461.22,Invoice Net 30,Refunded,High,10,Satisfied,1.4,No,6,na
TXN-102310,2020-06-05,2020-06-20,Vertex Partners,Manufacuring,United Kingdom,Africa,Enterprise,Priya Nair,Referral,Analytics Suite,10275.87,11,0.03,109643.53,50339.25,59304.28,0.15,16446.53,42857.75,396243.39,PayPal,Processing,High,,Dissatisfied,1.6,Yes,31,VIP client
TXN-100882,2021-05-22,2021-06-11,AlphaVentures,FMCG,United Kingdom,Latin America,Government,Emma Clarke,Cold Outreach,Maintenance Plan,14587.0,386,0.1,5067523.8,3371901.45,1695622.35,0.28,1418906.66,276715.69,373937.87,Invoice Net 60,Processing,Medium,19,Neutral,4.1,0,17,Follow-up required
TXN-100149,2021-11-09,2021-11-23,  Acme Corp  ,E-Commerce,UAE,Middle East,Startup,Chen Wei,Direct Sales,Training Package,14617.26,210,0.28,2210129.71,1332074.65,878055.06,0.23,508329.83,369725.23,136306.06,Credit Card,Refunded,,18,Neutral,2.0,No,20,Standard order
TXN-104095,2020-10-27,2020-11-25,Orion Inc,Retail,United States,Asia Pacific,Enterprise,,Trade Show,Integration Module,11715.63,342,0.06,3766340.73,2375412.68,1390928.05,0.17,640277.92,750650.13,448213.33,Invoice Net 60,Pending,Medium,42,Neutral,3.8,No,12,Urgent delivery
TXN-101352,2021-03-12,2021-04-30,NovaBiz,Healthcare,Singapore,Asia Pacific,Enterprise,Lucas Müller,Cold Outreach,Maintenance Plan,1270.09,373,0.39,288983.58,184279.51,104704.07,0.08,23118.69,81585.38,195281.21,Check,Processing,Medium,40,Neutral,4.3,Yes,15,Renewal
TXN-102810,09/29/2023,2023-10-25,NovaBiz,Real Estate,United Kingdom,Middle East,Mid-Market,Maria Santos,Social Media,Software License,12192.65,78,0.09,865434.3,605057.86,260376.44,0.09,77889.09,182487.35,127488.47,Credit Card,Completed,Medium,10,Very Dissatisfied,,No,3,VIP client
TXN-104605,11/13/2023,2024-01-03,Zenith Ltd,Retail,Brazil,Middle East,Startup,Chen Wei,Online,Maintenance Plan,9370.89,50,0.02,459173.61,261196.72,197976.89,0.2,91834.72,106142.17,97717.17,Invoice Net 30,Cancelled,Medium,5,Very Satisfied,,Yes,22,Standard order
TXN-102130,2023-08-09,2023-09-08,Nexus Co,Consulting,Brazil,Africa,Government,Aisha Bello,Social Media,Custom Development,4211.1,181,0.37,480191.73,312448.15,167743.58,0.19,91236.43,76507.15,407166.93,Credit Card,Processing,High,27,Neutral,1.8,Yes,,Bulk order
TXN-100982,2025-02-01,2025-03-05,NovaBiz,E-Commerce,United States,Africa,Government,Sofia Andrade,Online,Maintenance Plan,4976.26,51,0.05,241099.8,134364.04,106735.76,0.24,57863.95,48871.81,251386.52,Invoice Net 30,Refunded,High,,Satisfied,2.4,No,22,Negotiated price
TXN-100456,2020-02-01,2020-02-03,Zenith Ltd,Healthcare,UAE,Africa,Startup,Maria Santos,Social Media,Custom Development,2342.96,192,0.34,296899.89,157843.01,139056.88,0.24,71255.97,67800.91,162148.13,Check,Pending,Critical,5,Satisfied,2.0,No,28,First purchase
TXN-103621,12/09/2024,2024-12-15,Zenith Ltd,Consulting,United States,Middle East,smb,Priya Nair,Cold Outreach,Integration Module,9089.38,384,0.17,2896967.19,1570457.6,1326509.59,0.17,492484.42,834025.17,489475.17,Invoice Net 30,Processing,High,41,Dissatisfied,3.3,No,4,Standard order
TXN-101079,2022-07-29,2022-08-25,NovaBiz,FMCG,Germany,Africa,Enterprise,Aisha Bello,Direct Sales,Integration Module,12587.72,150,0.37,1189539.54,503681.3,685858.24,0.26,309280.28,376577.96,224509.02,Invoice Net 60,Completed,Critical,22,Very Dissatisfied,2.5,Yes,1,Negotiated price
TXN-101950,2020-10-25,2020-11-25,AlphaVentures,E-Commerce,United States,Middle East,Startup,James Teller,Partner,Custom Development,3515.63,188,0.0,660938.44,323579.63,337358.81,0.06,39656.31,297702.5,43188.83,Invoice Net 60,Completed,High,26,Very Satisfied,2.7,Yes,28,Follow-up required
TXN-104368,2020-01-02,2020-01-27,BetaGroup,Finance,Singapore,North America,Mid-Market,Emma Clarke,Cold Outreach,Consulting Service,13148.2,177,0.13,2024691.32,960970.3,1063721.02,0.21,425185.18,638535.84,375055.4,Check,Processing,High,6,Very Satisfied,2.3,No,13,Renewal
TXN-100689,2020-12-29,2021-01-01,AlphaVentures,Logistics,United Kingdom,North America,Government,James Teller,Direct Sales,Custom Development,2045.58,432,0.15,751136.98,443156.99,307979.99,0.26,195295.61,112684.38,181839.0,Credit Card,pending,Medium,11,Dissatisfied,1.7,No,3,Urgent delivery
TXN-102429,2020-07-06,2020-08-14,Zenith Ltd,Healthcare,United Kingdom,Asia Pacific,Mid-Market,Priya Nair,Direct Sales,Custom Development,6247.73,117,0.24,555548.15,386341.08,169207.07,0.24,133331.56,35875.51,347715.04,Invoice Net 60,Processing,High,5,Satisfied,2.6,No,10,Follow-up required
TXN-100641,2020-12-30,2021-01-20,NovaBiz,Consulting,United Kingdom,North America,SMB,Chen Wei,Direct Sales,Integration Module,9215.58,390,0.01,3558135.44,1597667.29,1960468.15,0.19,676045.73,1284422.42,286422.17,Bank Transfer,Pending,High,56,Neutral,1.2,No,33,First purchase
TXN-102392,2021-07-06,2021-07-21,Orion Inc,FMCG,Australia,Middle East,Enterprise,Carlos Rivera,Cold Outreach,Integration Module,10284.73,353,0.3,2541356.78,1754094.9,787261.88,0.16,406617.08,380644.8,57734.98,Invoice Net 60,Completed,Low,40,Very Satisfied,4.8,No,4,Negotiated price
TXN-101953,2023-10-22,2023-12-04,BetaGroup,Technology,United States,Latin America,Mid-Market,Chen Wei,Online,Analytics Suite,6090.04,465,0.03,2746912.54,1074813.89,1672098.65,0.17,466975.13,1205123.52,110632.51,Check,Cancelled,Medium,32,Neutral,3.6,No,1,Renewal
TXN-104657,2022-04-14,2022-05-18,AlphaVentures,FMCG,United States,Middle East,Mid-Market,Aisha Bello,Online,Custom Development,8546.8,346,0.26,2188322.67,991957.53,1196365.14,0.11,240715.49,955649.65,417006.43,Invoice Net 60,Processing,High,42,Dissatisfied,1.5,Yes,30,Escalated
TXN-102834,2024-11-23,2025-01-11,NovaBiz,FMCG,Brazil,Asia Pacific,SMB,Sofia Andrade,Direct Sales,Cloud Subscription,3204.56,457,0.02,1435194.24,965619.22,469575.02,0.17,243983.02,225592.0,114787.69,Cash,Refunded,,65,Neutral,3.8,No,11,Negotiated price
TXN-103523,2021-01-25,2021-03-01,Vertex Partners,Logistics,Japan,Asia Pacific,SMB,Kenji Tanaka,Online,Support Contract,8221.25,88,0.06,680061.8,392118.3,287943.5,0.12,81607.42,206336.08,284845.05,Check,Processing,Medium,7,Very Dissatisfied,4.1,Yes,3,Escalated
TXN-102710,2024-04-07,2024-06-05,NovaBiz,Finace,Japan,North America,Mid-Market,Emma Clarke,Partner,Maintenance Plan,9494.96,466,0.31,3053009.44,1648771.92,1404237.52,0.09,274770.85,1129466.67,108593.51,Bank Transfer,Refunded,,21,Very Satisfied,3.1,Yes,13,Renewal
TXN-103424,2021-06-13,2021-06-20,Acme Corp,Healthcare,United States,Middle East,SMB,Chen Wei,Trade Show,Integration Module,3943.35,101,0.0,398278.35,149483.4,248794.95,0.26,103552.37,145242.58,310371.24,Bank Transfer,Cancelled,Medium,6,Dissatisfied,1.7,No,36,Negotiated price
TXN-104825,2025-03-22,2025-04-09,Zenith Ltd,Finance,Germany,North America,Government,Priya Nair,Cold Outreach,Custom Development,3607.23,378,0.29,₱968108.39,513980.83,454127.56,0.21,203302.76,250824.8,299662.33,Bank Transfer,Completed,High,50,Neutral,2.3,Yes,26,Negotiated price
TXN-103006,2022-03-05,2022-03-14,NovaBiz,FMCG,Brazil,Latin America,SMB,Kenji Tanaka,Direct Sales,Hardware,830.42,49,0.4,24414.35,10528.36,13885.99,0.09,2197.29,11688.7,55355.01,Cash,Completed,Medium,7,Very Satisfied,1.9,No,28,None
TXN-101884,2022-03-12,2022-03-24,BetaGroup,Technology,Singapore,Asia Pacific,smb,Emma Clarke,Trade Show,Custom Development,12430.48,230,0.39,1743996.34,792644.74,951351.6,0.12,209279.56,742072.04,281645.87,Credit Card,Cancelled,Medium,30,Dissatisfied,1.6,No,16,Follow-up required
TXN-103552,2024-01-21,2024-01-29,GlobalTech,Real Estate,Australia,Europe,Government,Lucas Müller,Cold Outreach,Consulting Service,14305.76,169,0.1,2175906.1,1070758.73,1105147.37,0.2,435181.22,669966.15,271816.57,Bank Transfer,Processing,Medium,12,Satisfied,1.9,No,3,Follow-up required
TXN-100389,2021-07-10,2021-09-04,Zenith Ltd,Finance,Japan,North America,Startup,Lucas Müller,Social Media,Hardware,11730.27,41,0.38,298183.46,141891.7,156291.76,0.14,41745.68,114546.08,238003.17,Invoice Net 60,Cancelled,Medium,3,Very Dissatisfied,3.4,Yes,33,Negotiated price
TXN-102494,2025-01-26,2025-02-27,Acme Corp,Finance,Japan,Europe,Enterprise,Lucas Müller,Direct Sales,Maintenance Plan,2912.24,23,0.32,45547.43,22616.58,22930.85,0.06,2732.85,20198.0,204430.94,Invoice Net 60,Cancelled,High,2,,3.9,No,30,First purchase
TXN-103456,2020-02-13,2020-03-23,Acme Corp,Retail,United States,North America,Enterprise,Emma Clarke,Direct Sales,Training Package,4608.2,116,0.26,395567.89,215288.94,180278.95,0.09,35601.11,144677.84,180709.07,Credit Card,Cancelled,Low,16,Satisfied,2.1,Yes,5,Renewal
TXN-103966,2022-08-16,2022-10-13,Vertex Partners,Logistics,Philippines,Latin America,Startup,Aisha Bello,Online,Maintenance Plan,5724.64,71,0.05,€386126.97,146848.12,239278.85,0.24,92670.47,146608.38,452082.67,Credit Card,Refunded,Critical,10,Dissatisfied,1.4,Yes,6,Follow-up required
TXN-100845,2024-06-04,2024-06-19,Acme Corp,Real Estate,Brazil,Latin America,Government,Carlos Rivera,Online,Software License,4650.34,439,0.04,1959839.29,696392.97,1263446.32,0.25,489959.82,773486.5,287802.25,Bank Transfer,Completed,High,53,Dissatisfied,2.4,No,3,Escalated
TXN-100542,2021-09-25,2021-11-15,GlobalTech,Finance,,Europe,Startup,James Teller,Trade Show,Maintenance Plan,11499.06,411,0.14,4064457.75,1985885.33,2078572.42,0.17,690957.82,1387614.6,331011.26,Bank Transfer,Processing,Low,12,Very Satisfied,2.2,No,12,VIP client
TXN-100091,2021-01-29,2021-03-22,PrimeSolutions,Finance,UAE,Africa,Startup,Lucas Müller,Cold Outreach,Training Package,1734.07,84,0.29,103419.93,59662.94,43756.99,0.23,23786.58,19970.41,11971.68,Credit Card,Refunded,High,5,Satisfied,3.3,Yes,19,Escalated
TXN-104809,2020-08-16,2020-09-11,GlobalTech,Healthcare,United Kingdom,Africa,Mid-Market,Aisha Bello,Direct Sales,Custom Development,329.53,320,0.01,104395.1,65633.9,38761.2,0.17,17747.17,21014.03,376715.01,Credit Card,Pending,Medium,19,Very Satisfied,1.5,No,10,First purchase
TXN-101979,2022-05-10,2022-06-30,Vertex Partners,E-Commerce,Germany,Latin America,Government,James Teller,Social Media,Maintenance Plan,4924.48,291,0.11,1275391.08,732018.7,543372.38,0.22,280586.04,262786.34,392396.67,Credit Card,Processing,High,42,Neutral,2.5,Yes,7,None
TXN-102882,2025-03-30,05-Apr-2025,AlphaVentures,Consulting,Canada,Latin America,SMB,Lucas Müller,Partner,Hardware,14646.59,475,0.22,5426561.59,3659288.07,1767273.52,0.19,1031046.7,736226.82,62364.71,Invoice Net 60,processing,Medium,13,Dissatisfied,,Yes,31,Negotiated price
TXN-104140,2022-06-29,2022-08-27,NovaBiz,Manufacuring,,Middle East,SMB,Chen Wei,Partner,Cloud Subscription,10729.78,197,0.11,1881252.33,1191425.43,689826.9,0.27,507938.13,181888.77,367800.18,Invoice Net 60,Pending,,12,Very Satisfied,1.4,No,14,Standard order
TXN-102977,2021-11-05,2021-12-19,BetaGroup,E-Commerce,Philippines,North America,SMB,Carlos Rivera,Social Media,Maintenance Plan,556.55,362,0.1,181323.99,76426.06,104897.93,0.3,54397.2,50500.73,217061.35,Bank Transfer,Cancelled,Critical,39,Very Satisfied,1.8,yes,12,Bulk order
TXN-102529,2021-06-29,2021-08-19,NovaBiz,Manufacturing,Australia,Latin America,Government,Chen Wei,Social Media,Hardware,6722.3,255,0.04,1645619.04,1055525.3,590093.74,0.19,312667.62,277426.12,268270.02,Check,Pending,Critical,34,Satisfied,1.3,No,12,Bulk order
TXN-101676,2024-10-31,2024-11-13,Nexus Co,Consulting,Germany,Asia Pacific,Government,Sofia Andrade,Online,Analytics Suite,10941.5,31,0.25,254389.88,120494.22,133895.66,0.2,50877.98,83017.68,346411.64,Bank Transfer,Processing,Medium,4,Satisfied,3.1,No,18,Escalated
TXN-101048,2022-09-10,2022-10-27,GlobalTech,Manufacturing,Singapore,Africa,Enterprise,Emma Clarke,Cold Outreach,Training Package,10488.45,405,0.02,4162865.8,2231870.14,1930995.66,0.27,1123973.77,807021.89,387424.91,Invoice Net 30,Pending,Low,58,Dissatisfied,1.3,No,13,Renewal
TXN-101960,2025-04-09,2025-05-26,Vertex Partners,Technology,Japan,Europe,Enterprise,Chen Wei,Cold Outreach,Consulting Service,3628.14,169,0.24,465998.3,210799.37,255198.93,0.13,60579.78,194619.15,227650.99,Credit Card,Completed,High,23,Satisfied,4.4,No,18,Negotiated price
TXN-102530,2021-03-10,2021-04-13,NovaBiz,Finance,Germany,Europe,smb,,Online,Support Contract,6498.61,329,0.11,1902857.99,1243149.14,659708.85,0.29,551828.82,107880.03,446306.04,Bank Transfer,Refunded,Medium,40,Dissatisfied,4.5,Yes,29,VIP client
TXN-102851,2024-04-19,2024-05-25,AlphaVentures,Healthcare,United Kingdom,North America,SMB,Emma Clarke,Cold Outreach,Maintenance Plan,14123.93,226,0.19,2585526.63,1684656.47,900870.16,0.13,336118.46,564751.7,88257.66,Invoice Net 60,Pending,High,19,Very Satisfied,4.9,Yes,12,Renewal
TXN-100237,2024-01-29,2024-01-31,GlobalTech,Finance,,North America,Government,Emma Clarke,Partner,Custom Development,11493.25,451,0.39,3161908.01,2170392.68,991515.33,0.13,411048.04,580467.29,374076.82,Cash,Processing,Medium,35,Very Dissatisfied,4.1,Yes,10,Standard order
TXN-103044,2020-07-27,2020-07-29,GlobalTech,Real Estate,Philippines,Latin America,Mid-Market,Chen Wei,Online,Analytics Suite,10718.9,274,0.37,1850296.52,732849.87,1117446.65,0.14,259041.51,858405.14,44271.7,Credit Card,Completed,Critical,7,Very Dissatisfied,4.0,No,21,Renewal
TXN-103880,2020-06-14,07-Jul-2020,BetaGroup,FMCG,Philippines,Europe,mid-market,Carlos Rivera,Referral,Maintenance Plan,8162.43,73297,0.07,3021241.84,1844130.29,1177111.55,0.09,271911.77,905199.78,316695.67,Invoice Net 30,Pending,Medium,44,Very Satisfied,1.7,Yes,24,Urgent delivery
TXN-101133,2022-11-15,2022-11-16,Zenith Ltd,FMCG,United Kingdom,Asia Pacific,Government,Aisha Bello,Partner,Analytics Suite,11513.55,141,0.03,1574708.23,942153.15,632555.08,0.13,204712.07,427843.01,361472.41,PayPal,Processing,High,10,Dissatisfied,4.8,Yes,16,Escalated
TXN-101805,2024-06-11,2024-06-15,Nexus Co,Retail,United Kingdom,Europe,Mid-Market,,Social Media,Analytics Suite,5412.61,40,0.16,181863.7,67247.78,114615.92,0.18,32735.47,81880.45,435712.86,Invoice Net 30,Pending,Critical,6,Neutral,4.5,Yes,4,Escalated
TXN-104194,2020-06-04,06-Jul-2020,Orion Inc,Manufacturing,Australia,Middle East,Mid-Market,Priya Nair,Direct Sales,Consulting Service,14581.54,280,0.12,3592891.46,2061998.2,1530893.26,0.2,718578.29,812314.97,464804.95,PayPal,Completed,Critical,12,Neutral,3.2,Yes,24,Renewal
TXN-100163,2023-07-23,2023-07-27,Zenith Ltd,E-Commerce,Singapore,Latin America,Startup,Maria Santos,Direct Sales,Integration Module,120.47,141,0.08,15627.37,9700.53,5926.84,0.19,2969.2,2957.64,83425.38,Bank Transfer,Cancelled,High,2,Neutral,3.5,Yes,9,Bulk order
TXN-104964,2022-02-01,2022-03-14,BetaGroup,Finance,Brazil,Middle East,Startup,Lucas Müller,Direct Sales,Integration Module,5699.33,255,0.29,1031863.7,421533.6,610330.1,0.17,175416.83,434913.27,83815.34,PayPal,Refunded,Low,15,Dissatisfied,4.7,TRUE,33,VIP client
TXN-104767,2025-02-07,2025-03-07,Acme Corp,Healthcare,Japan,Africa,SMB,James Teller,Direct Sales,Consulting Service,3958.78,427,0.15,-1436839.2,701344.14,735495.06,0.13,186789.1,548705.96,395408.48,PayPal,Completed,High,28,Dissatisfied,4.4,Yes,5,First purchase
TXN-103431,2022-06-23,2022-07-27,NovaBiz,Logistics,United States,Middle East,Enterprise,Aisha Bello,Trade Show,Training Package,11626.36,440,0.15,4348258.64,1625168.22,2723090.42,0.18,782686.56,1940403.86,437749.7,Check,Pending,Medium,30,Satisfied,3.7,Yes,,VIP client
TXN-103541,2020-07-07,2020-07-19,GlobalTech,Logistics,Singapore,Latin America,SMB,James Teller,Trade Show,Hardware,10975.63,395,0.38,2687931.79,1738882.33,949049.46,0.22,591344.99,357704.47,218132.91,Credit Card,Processing,Low,2,Very Dissatisfied,4.0,No,6,First purchase
TXN-103285,2021-03-10,2021-04-07,Acme Corp,Retail,Canada,Asia Pacific,Startup,James Teller,Online,Hardware,8110.49,345,0.02,2742156.67,1597169.6,1144987.07,0.27,740382.3,404604.77,393232.28,PayPal,Processing,High,24,Satisfied,1.6,Yes,16,None
TXN-103728,12/04/2024,2025-01-11,Vertex Partners,Consulting,United States,Asia Pacific,Government,Kenji Tanaka,Online,Training Package,1338.41,161,0.32,146529.13,56585.6,89943.53,0.17,24909.95,65033.58,101071.75,Check,Pending,Medium,6,Dissatisfied,3.4,No,15,Bulk order
TXN-104037,2021-07-10,2021-09-08,Orion Inc,Technology,Brazil,Middle East,Enterprise,Aisha Bello,Online,Analytics Suite,9294.32,85,0.02,774216.86,402794.85,371422.01,0.11,85163.85,286258.16,37984.76,Check,Processing,Low,0,Very Satisfied,1.9,No,33,First purchase
TXN-101811,2025-01-10,2025-02-13,Acme Corp,Real Estate,Japan,Asia Pacific,Startup,Carlos Rivera,Social Media,Training Package,3718.57,389,0.0,1446523.73,994798.56,451725.17,0.3,433957.12,17768.05,474848.88,Invoice Net 60,Completed,Low,46,Very Dissatisfied,3.1,Yes,4,Bulk order
TXN-103193,2020-12-31,2021-01-04,Vertex Partners,FMCG,Singapore,Latin America,Mid-Market,Aisha Bello,Direct Sales,Analytics Suite,14590.31,210,0.26,2267334.17,1403130.05,864204.12,0.09,204060.08,660144.04,66876.62,Credit Card,refunded,Medium,17,Satisfied,4.7,Yes,30,First purchase
TXN-104796,2022-11-14,2022-11-25,PrimeSolutions,Retail,United States,Latin America,Government,Carlos Rivera,Referral,Support Contract,1524.74,322,0.13,427140.66,161888.49,265252.17,0.27,115327.98,149924.19,285183.92,Invoice Net 30,Processing,Low,46,Dissatisfied,3.8,Yes,11,Escalated
TXN-101428,2024-11-16,2024-12-16,PrimeSolutions,Finance,Germany,Europe,Startup,Maria Santos,Direct Sales,Analytics Suite,389.51,177,0.24,52396.89,23490.96,28905.93,0.28,14671.13,14234.8,432017.9,Credit Card,Cancelled,High,12,Very Satisfied,3.7,No,26,Urgent delivery
TXN-103707,2025-04-15,2025-04-22,Acme Corp,Technolgy,Germany,Middle East,Government,Emma Clarke,Direct Sales,Hardware,791.12,286,0.23,174220.45,95002.37,79218.08,0.18,31359.68,47858.4,9090.46,Invoice Net 30,Pending,Medium,33,Very Satisfied,2.3,Yes,36,Renewal
TXN-104817,2024-10-10,2024-11-14,GlobalTech,Real Estate,Australia,Europe,Mid-Market,Aisha Bello,Social Media,Hardware,11145.47,15,0.22,130402.0,77917.96,52484.04,0.17,22168.34,30315.7,427240.09,Check,Processing,Medium,2,Very Dissatisfied,2.6,No,3,None
TXN-103484,2023-03-14,2023-03-29,BetaGroup,Retail,United Kingdom,Latin America,Enterprise,Carlos Rivera,Partner,Software License,252.34,202,0.2,40778.14,17908.09,22870.05,0.16,6524.5,16345.55,223522.73,Invoice Net 60,Pending,Low,18,Satisfied,2.4,No,9,First purchase
TXN-104515,2020-01-23,2020-03-06,NovaBiz,Consulting,Japan,Africa,SMB,Kenji Tanaka,Online,Integration Module,12303.07,442,0.33,3643431.15,2243549.73,1399881.42,0.08,291474.49,1108406.93,199153.96,Cash,Refunded,Low,64,Very Dissatisfied,3.1,No,13,First purchase
TXN-104706,2025-01-05,2025-01-14,BetaGroup,Manufacturing,Germany,Europe,Enterprise,Kenji Tanaka,Social Media,Hardware,4559.18,213,0.32,660351.63,422232.39,238119.24,0.07,46224.61,191894.63,231232.82,Invoice Net 60,Pending,Critical,6,Neutral,4.6,0,15,First purchase
TXN-102890,2020-06-25,2020-05-26,AlphaVentures,Manufacturing,United States,Africa,Startup,James Teller,Trade Show,Consulting Service,8844.49,344,0.3,2129753.19,1167135.05,962618.14,0.11,234272.85,728345.29,12471.83,Invoice Net 30,Cancelled,Medium,1,Neutral,1.2,No,31,Urgent delivery
TXN-101452,2020-09-22,2020-10-02,PrimeSolutions,Consulting,Philippines,Europe,Mid-Market,Emma Clarke,Online,Hardware,8015.21,182,0.28,1050313.12,426184.82,624128.3,0.29,304590.8,319537.5,262219.56,Credit Card,Pending,Medium,14,Dissatisfied,4.6,Yes,9,Bulk order
TXN-100593,2024-02-07,2024-03-17,GlobalTech,Manufacturing,Australia,Asia Pacific,Government,Aisha Bello,Referral,Cloud Subscription,14398.03,443,0.15,5421578.2,3547210.94,1874367.26,0.22,1192747.2,681620.06,419171.01,PayPal,Completed,High,55,Very Satisfied,1.2,No,27,Standard order
TXN-102725,2021-07-18,2021-07-26,Nexus Co,Finance,United States,Africa,Startup,Emma Clarke,Direct Sales,Analytics Suite,10654.65,489,0.2,4168099.08,2597933.74,1570165.34,0.19,791938.83,778226.51,53373.57,Check,Processing,Critical,58,Very Satisfied,4.7,Yes,21,First purchase
TXN-100041,2024-11-25,2025-01-19,AlphaVentures,Logistics,UAE,Africa,Startup,James Teller,Social Media,Training Package,6632.58,270,0.36,1146109.82,407294.95,738814.87,0.09,103149.88,635664.99,436111.82,Invoice Net 60,Processing,Critical,9,Neutral,2.9,No,5,None
TXN-100560,2024-09-30,2024-10-17,Orion Inc,Healthcare,Australia,North America,Mid-Market,James Teller,Referral,Analytics Suite,11381.21,297,0.3,2366153.56,920727.86,1445425.7,0.09,212953.82,1232471.88,209382.06,Invoice Net 60,Pending,Low,21,Neutral,4.7,No,10,Escalated
TXN-103011,2021-03-15,2021-04-14,AlphaVentures,FMCG,Japan,Africa,Enterprise,Chen Wei,Online,Support Contract,3154.2,463,0.16,1226731.46,819727.32,407004.14,0.19,233078.98,173925.16,175916.04,Cash,Cancelled,High,57,Neutral,2.0,Yes,10,Renewal
TXN-103123,04/15/2022,2022-04-22,Nexus Co,Consulting,Japan,North America,Mid-Market,Kenji Tanaka,Trade Show,Custom Development,1943.45,194,0.2,$301623.44,155839.97,145783.47,0.11,33178.58,112604.89,11252.73,Invoice Net 30,Pending,Critical,8,Very Dissatisfied,3.5,Yes,18,VIP client
TXN-100243,2021-08-14,2021-09-24,Nexus Co,Technology,UAE,Latin America,SMB,Priya Nair,Cold Outreach,Analytics Suite,2751.41,461,0.05,1204980.01,507294.29,697685.72,0.21,253045.8,444639.92,130289.93,Check,Refunded,Critical,58,Very Satisfied,4.4,Yes,32,Standard order
TXN-101339,2021-06-27,2021-07-14,PrimeSolutions,E-Commerce,UAE,Asia Pacific,Enterprise,Chen Wei,Social Media,Support Contract,9292.64,298,0.25,2076905.04,1431717.98,645187.06,0.16,332304.81,312882.25,304112.96,PayPal,Completed,High,14,Dissatisfied,3.4,Yes,16,Standard order
TXN-104662,2022-03-12,13-Mar-2022,Orion Inc,FMCG,Germany,Europe,Enterprise,Maria Santos,Social Media,Consulting Service,2832.42,448,0.31,875557.67,329384.17,546173.5,0.19,166355.96,379817.54,389952.88,Invoice Net 30,Cancelled,Medium,66,Dissatisfied,1.2,Yes,,Renewal
TXN-103039,2020-08-09,2020-08-17,Orion Inc,Retail,UAE,North America,Government,Priya Nair,Trade Show,Support Contract,169.43,474,0.4,48185.89,26271.44,21914.45,0.25,12046.47,9867.98,258719.64,Check,Completed,Critical,10,Dissatisfied,2.3,No,15,None
TXN-103893,2021-11-01,2021-11-06,Zenith Ltd,Finance,Germany,Europe,Enterprise,Sofia Andrade,Cold Outreach,Hardware,871.03,324,0.27,206016.02,113178.2,92837.82,0.11,22661.76,70176.06,183661.04,PayPal,COMPLETED,High,16,Very Dissatisfied,4.7,No,22,Negotiated price
TXN-101442,2023-03-21,2023-04-26,GlobalTech,Logistics,Brazil,Middle East,SMB,James Teller,Social Media,Integration Module,1914.18,107,0.02,200720.91,79983.75,120737.16,0.27,54194.65,66542.51,192286.77,Invoice Net 60,Refunded,High,14,Very Dissatisfied,1.4,No,31,Urgent delivery
TXN-100261,2024-10-27,2024-11-26,PrimeSolutions,Finance,Singapore,Middle East,Enterprise,Emma Clarke,Referral,Maintenance Plan,13409.06,357,0.24,3638146.16,1815422.05,1822724.11,0.09,327433.15,1495290.96,257160.38,Invoice Net 30,Processing,Low,35,Dissatisfied,2.5,No,29,Bulk order
